Verdict,Speaker,Text,Speaker_title,Speaker_party,File_id,Sentence_id,Length,Line_number,Sentiment,Checked? ,CNN,Reuters,AP News,NYT,Atlantic,Politifact,WashPost,Fact Check,times fact-checked
0,Obama,"When you were asked about reduced class sizes, you said class sizes don't make a difference.",President,DEMOCRAT,2012-10-22.txt,27283,16,423,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"But I tell you, if you talk to teachers, they will tell you it does make a difference.",President,DEMOCRAT,2012-10-22.txt,27284,18,424,0.270052,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here.",President,DEMOCRAT,2012-10-22.txt,27285,35,425,0.628356,0,0,0,0,0,0,0,0,0,0
0,Obama,Companies are going to locate here depending on whether we've got the most highly skilled workforce.,President,DEMOCRAT,2012-10-22.txt,27286,16,426,0.909245,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.",President,DEMOCRAT,2012-10-22.txt,27287,41,427,-0.73414,0,0,0,0,0,0,0,0,0,0
-1,Obama,"That is not good for America's position in the world, and the world notices.",President,DEMOCRAT,2012-10-22.txt,27288,14,428,-0.603157,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Well -- well, I need to speak a moment...",Governor,REPUBLICAN,2012-10-22.txt,27292,9,432,0.406977,0,0,0,0,0,0,0,0,0,0
-1,Romney,"... if you'll let me, Bob, just about education...",Governor,REPUBLICAN,2012-10-22.txt,27294,9,434,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,... because I'm -- I'm so proud of the state that I had the chance to be governor of.,Governor,REPUBLICAN,2012-10-22.txt,27296,19,436,0.776768,0,0,0,0,0,0,0,0,0,0
0,Romney,We have every two years tests that look at how well our kids are doing.,Governor,REPUBLICAN,2012-10-22.txt,27297,15,437,0.209678,1,0,0,0,0,0,0,1,0,1
0,Romney,Fourth graders and eighth graders are tested in English and math.,Governor,REPUBLICAN,2012-10-22.txt,27298,11,438,0,1,0,0,0,0,0,0,1,0,1
1,Romney,"While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math.",Governor,REPUBLICAN,2012-10-22.txt,27299,26,439,0,1,0,0,0,1,0,0,1,1,3
1,Romney,And our eighth graders number one in English and also in math.,Governor,REPUBLICAN,2012-10-22.txt,27300,12,440,0,1,0,0,0,1,0,0,1,1,3
1,Romney,First time one state had been number one in all four measures.,Governor,REPUBLICAN,2012-10-22.txt,27301,12,441,0,1,0,0,0,1,0,0,1,1,3
-1,Romney,How did we do that?,Governor,REPUBLICAN,2012-10-22.txt,27302,5,442,0,1,0,0,0,1,0,0,1,0,2
0,Romney,"Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom.",Governor,REPUBLICAN,2012-10-22.txt,27303,25,443,0.633822,1,0,0,0,1,0,0,1,0,2
1,Romney,And that was -- that was -- that was what allowed us to become the number one state in the nation.,Governor,REPUBLICAN,2012-10-22.txt,27305,21,445,0,0,0,0,0,0,0,0,0,0,0
1,Obama,But that was 10 years before you took office.,President,DEMOCRAT,2012-10-22.txt,27306,9,446,0,1,0,0,0,1,0,0,1,1,3
1,Romney,And then you cut education spending when you came into office.,Governor,REPUBLICAN,2012-10-22.txt,27308,11,448,0,1,0,0,0,0,0,0,1,1,2
1,Romney,The first -- the first -- the first -- and we kept our schools number one in the nation.,Governor,REPUBLICAN,2012-10-22.txt,27309,19,449,0.547723,0,0,0,0,0,0,0,0,0,0
1,Romney,They're still number one today.,Governor,REPUBLICAN,2012-10-22.txt,27310,5,450,0,0,0,0,0,0,0,0,0,0,0
1,Romney,"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to -- to be able compete, but also if they graduated the quarter of their class, they got a four-year tuition- free ride at any Massachusetts public institution of higher learning.",Governor,REPUBLICAN,2012-10-22.txt,27312,58,452,0.565763,1,0,0,1,0,1,0,0,0,2
0,Obama,That happened before you came into office.,President,DEMOCRAT,2012-10-22.txt,27313,7,453,-0.415159,1,0,1,1,0,0,0,0,0,2
0,Romney,"That was actually mine, actually, Mr. President.",Governor,REPUBLICAN,2012-10-22.txt,27315,7,455,0,0,0,0,0,0,0,0,0,0,0
1,Romney,You got that fact wrong.,Governor,REPUBLICAN,2012-10-22.txt,27316,5,456,-0.359601,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Well, let's come back and talk about the military, but all the way -- all the way through.",Governor,REPUBLICAN,2012-10-22.txt,27324,18,464,0.639975,0,0,0,0,0,0,0,0,0,0
-1,Romney,"First of all, I'm going through from the very beginning -- we're going to cut about 5 percent of the discretionary budget, excluding military.",Governor,REPUBLICAN,2012-10-22.txt,27325,24,465,0.535011,0,0,0,0,0,0,0,0,0,0
-1,Romney,The good news is (inaudible).,Governor,REPUBLICAN,2012-10-22.txt,27329,5,469,-0.224235,0,0,0,0,0,0,0,0,0,0
-1,Romney,I'd be happy to have you take a look.,Governor,REPUBLICAN,2012-10-22.txt,27330,9,470,0.698791,0,0,0,0,0,0,0,0,0,0
-1,Romney,You look at how we get to a balanced budget within eight to 10 years.,Governor,REPUBLICAN,2012-10-22.txt,27332,15,472,0.651993,0,0,0,0,0,0,0,0,0,0
-1,Romney,We do it by getting -- by reducing spending in a whole series of programs.,Governor,REPUBLICAN,2012-10-22.txt,27333,15,473,-0.415082,1,0,0,0,1,0,0,0,0,1
-1,Romney,"By the way, number one I get rid of is Obamacare.",Governor,REPUBLICAN,2012-10-22.txt,27334,11,474,-0.7844,1,0,0,0,1,0,0,0,0,1
-1,Romney,"There are a number of things that sound good, but frankly, we just can't afford them.",Governor,REPUBLICAN,2012-10-22.txt,27335,16,475,-0.64182,0,0,0,0,0,0,0,0,0,0
-1,Romney,And that one doesn't sound good and it's not affordable.,Governor,REPUBLICAN,2012-10-22.txt,27336,10,476,-0.760234,0,0,0,0,0,0,0,0,0,0
-1,Romney,So I'd get rid of that one from day one.,Governor,REPUBLICAN,2012-10-22.txt,27337,10,477,-0.617437,0,0,0,0,0,0,0,0,0,0
-1,Romney,"To the extent humanly possible, we get that out.",Governor,REPUBLICAN,2012-10-22.txt,27338,9,478,0.386273,0,0,0,0,0,0,0,0,0,0
-1,Romney,"We take program after program that we don't absolutely have to have, and we get rid of them.",Governor,REPUBLICAN,2012-10-22.txt,27339,18,479,-0.433138,0,0,0,0,0,0,0,0,0,0
1,Romney,"Number two, we take some programs that we are doing to keep, like Medicaid, which is a program for the poor; we'll take that healthcare program for the poor and we give it to the states to run because states run these programs more efficiently.",Governor,REPUBLICAN,2012-10-22.txt,27340,45,480,-0.392861,0,0,0,0,0,0,0,0,0,0
-1,Romney,"As a governor, I thought please, give me this program.",Governor,REPUBLICAN,2012-10-22.txt,27341,10,481,-0.244334,0,0,0,0,0,0,0,0,0,0
-1,Romney,"I can run this more efficiently than the federal government and states, by the way, are proving it.",Governor,REPUBLICAN,2012-10-22.txt,27342,18,482,0.434713,0,0,0,0,0,0,0,0,0,0
1,Romney,"States like Arizona, Rhode Island have taken these -- these Medicaid dollars; have shown they can run these programs more cost-effectively.",Governor,REPUBLICAN,2012-10-22.txt,27343,21,483,0.397281,0,0,0,0,0,0,0,0,0,0
-1,Romney,I want to do those two things and get this -- get this to a balanced budget with eight -- eight to 10 years.,Governor,REPUBLICAN,2012-10-22.txt,27344,24,484,0.222715,0,0,0,0,0,0,0,0,0,0
-1,Romney,"But the military -- let's get back to the military, though.",Governor,REPUBLICAN,2012-10-22.txt,27345,11,485,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,He should have answered the first question.,President,DEMOCRAT,2012-10-22.txt,27349,7,489,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"Look, Governor Romney's called for $5 trillion of tax cuts that he says he's going to pay for by closing deductions.",President,DEMOCRAT,2012-10-22.txt,27350,21,490,-0.601609,0,0,0,0,0,0,0,0,0,0
1,Obama,"Now, the math doesn't work, but he continues to claim that he's going to do it.",President,DEMOCRAT,2012-10-22.txt,27351,16,491,0,0,0,0,0,0,0,0,0,0,0
1,Obama,He then wants to spend another $2 trillion on military spending that our military is not asking for.,President,DEMOCRAT,2012-10-22.txt,27352,18,492,-0.666799,1,0,0,0,0,1,0,0,0,1
1,Obama,"Now, keep in mind that our military spending has gone up every single year that I've been in office.",President,DEMOCRAT,2012-10-22.txt,27353,19,493,-0.452137,0,0,0,0,0,0,0,0,0,0
1,Obama,"We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it.",President,DEMOCRAT,2012-10-22.txt,27354,21,494,0,1,0,0,0,0,1,0,0,0,1
-1,Obama,"And what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe?",President,DEMOCRAT,2012-10-22.txt,27356,31,496,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And that's the budget that we've put forward.,President,DEMOCRAT,2012-10-22.txt,27357,8,497,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"But, what you can't do is spend $2 trillion in additional military spending that the military is not asking for, $5 trillion on tax cuts.",President,DEMOCRAT,2012-10-22.txt,27358,25,498,-0.801533,0,0,0,0,0,0,0,0,0,0
-1,Obama,"You say that you're going to pay for it by closing loopholes and deductions, without naming what those loopholes and deductions are.",President,DEMOCRAT,2012-10-22.txt,27359,22,499,-0.699303,0,0,0,0,0,0,0,0,0,0
-1,Obama,And then somehow you're also going to deal with the deficit that we've already got.,President,DEMOCRAT,2012-10-22.txt,27360,15,500,-0.262842,0,0,0,0,0,0,0,0,0,0
1,Obama,The math simply doesn't work.,President,DEMOCRAT,2012-10-22.txt,27361,5,501,-0.393272,0,0,0,0,0,0,0,0,0,0
-1,Obama,"But when it comes to our military, what we have to think about is not, you know just budgets, we've got to think about capabilities.",President,DEMOCRAT,2012-10-22.txt,27362,25,502,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,We need to be thinking about cyber security.,President,DEMOCRAT,2012-10-22.txt,27363,8,503,-0.295961,0,0,0,0,0,0,0,0,0,0
-1,Obama,We need to be talking about space.,President,DEMOCRAT,2012-10-22.txt,27364,7,504,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"That's exactly what our budget does, but it's driven by strategy.",President,DEMOCRAT,2012-10-22.txt,27365,11,505,0.486918,0,0,0,0,0,0,0,0,0,0
1,Obama,It's not driven by politics.,President,DEMOCRAT,2012-10-22.txt,27366,5,506,-0.224802,0,0,0,0,0,0,0,0,0,0
-1,Obama,"It's not driven by members of Congress, and what they would like to see.",President,DEMOCRAT,2012-10-22.txt,27367,14,507,-0.261809,0,0,0,0,0,0,0,0,0,0
-1,Obama,"It's driven by, what are we going to need to keep the American people safe?",President,DEMOCRAT,2012-10-22.txt,27368,15,508,0.32058,0,0,0,0,0,0,0,0,0,0
1,Obama,"That's exactly what our budget does, and it also then allows us to reduce our deficit, which is a significant national security concern.",President,DEMOCRAT,2012-10-22.txt,27369,23,509,-0.440834,0,0,0,0,0,0,0,0,0,0
-1,Obama,Because we've got to make sure that our economy is strong at home so that we can project military power overseas.,President,DEMOCRAT,2012-10-22.txt,27370,21,510,0.658762,0,0,0,0,0,0,0,0,0,0
0,Romney,I'm pleased that I've balanced budgets.,Governor,REPUBLICAN,2012-10-22.txt,27371,6,511,0.877875,0,0,0,0,0,0,0,0,0,0
0,Romney,I was on the world of business for 25 years.,Governor,REPUBLICAN,2012-10-22.txt,27372,10,512,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"If you didn't balance your budget, you went out of business.",Governor,REPUBLICAN,2012-10-22.txt,27373,11,513,-0.530135,0,0,0,0,0,0,0,0,0,0
0,Romney,"I went into the Olympics that was out of balance, and we got it on balance, and made a success there.",Governor,REPUBLICAN,2012-10-22.txt,27374,21,514,0.410778,1,0,0,0,0,0,1,0,0,1
0,Romney,I had the chance to be governor of a state.,Governor,REPUBLICAN,2012-10-22.txt,27375,10,515,0,0,0,0,0,0,0,0,0,0,0
0,Romney,"Four years in a row, Democrats and Republicans came together to balance the budget.",Governor,REPUBLICAN,2012-10-22.txt,27376,14,516,-0.590141,1,0,0,0,1,0,0,0,0,1
1,Romney,We cut taxes 19 times and balanced our budget.,Governor,REPUBLICAN,2012-10-22.txt,27377,9,517,-0.226718,0,0,0,0,0,0,0,0,0,0
1,Romney,The president hasn't balanced a budget yet.,Governor,REPUBLICAN,2012-10-22.txt,27378,7,518,-0.434239,0,0,0,0,0,0,0,0,0,0
-1,Romney,I expect to have the opportunity to do so myself.,Governor,REPUBLICAN,2012-10-22.txt,27379,10,519,0.428157,0,0,0,0,0,0,0,0,0,0
-1,Romney,I'm going to be able to balance the budget.,Governor,REPUBLICAN,2012-10-22.txt,27381,9,521,0.418818,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Let's talk about military spending, and that's this.",Governor,REPUBLICAN,2012-10-22.txt,27382,8,522,0,0,0,0,0,0,0,0,0,0,0
1,Romney,The Navy said they needed 313 ships to carry out their mission.,Governor,REPUBLICAN,2012-10-22.txt,27386,12,526,0,0,0,0,0,0,0,0,0,0,0
1,Romney,We're now at under 285.,Governor,REPUBLICAN,2012-10-22.txt,27387,5,527,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,We're headed down to the low 200s if we go through a sequestration.,Governor,REPUBLICAN,2012-10-22.txt,27388,13,528,-0.662563,0,0,0,0,0,0,0,0,0,0
-1,Romney,I want to make sure that we have the ships that are required by our Navy.,Governor,REPUBLICAN,2012-10-22.txt,27390,16,530,0,0,0,0,0,0,0,0,0,0,0
1,Romney,We've changed for the first time since FDR -- since FDR we had the -- we've always had the strategy of saying we could fight in two conflicts at once.,Governor,REPUBLICAN,2012-10-22.txt,27392,30,532,-0.536577,0,0,0,0,0,0,0,0,0,0
1,Romney,Now we're changing to one conflict.,Governor,REPUBLICAN,2012-10-22.txt,27393,6,533,-0.538897,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Look, this, in my view, is the highest responsibility of the President of the United States, which is to maintain the safety of the American people.",Governor,REPUBLICAN,2012-10-22.txt,27394,26,534,0.778801,0,0,0,0,0,0,0,0,0,0
1,Romney,"And I will not cut our military budget by a trillion dollars, which is a combination of the budget cuts the president has, as well as the sequestration cuts.",Governor,REPUBLICAN,2012-10-22.txt,27395,29,535,-0.707971,1,0,0,0,1,0,0,0,0,1
-1,Romney,"That, in my view, is making -- is making our future less certain and less secure.",Governor,REPUBLICAN,2012-10-22.txt,27396,16,536,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Bob, I just need to comment on this.",President,DEMOCRAT,2012-10-22.txt,27397,8,537,-0.427138,0,0,0,0,0,0,0,0,0,0
0,Obama,"First of all, the sequester is not something that I've proposed.",President,DEMOCRAT,2012-10-22.txt,27398,11,538,-0.533087,0,0,0,0,0,0,0,0,0,0
0,Obama,It is something that Congress has proposed.,President,DEMOCRAT,2012-10-22.txt,27399,7,539,0,0,0,0,0,0,0,0,0,0,0
1,Obama,The budget that we are talking about is not reducing our military spending.,President,DEMOCRAT,2012-10-22.txt,27401,13,541,-0.569956,0,0,0,0,0,0,0,0,0,0
1,Obama,"You mentioned the Navy, for example, and that we have fewer ships than we did in 1916.",President,DEMOCRAT,2012-10-22.txt,27404,17,544,0,1,0,0,0,1,0,0,1,0,2
0,Obama,"Well, Governor, we also have fewer horses and bayonets, because the nature of our military's changed.",President,DEMOCRAT,2012-10-22.txt,27405,16,545,0,1,0,0,0,1,0,0,1,0,2
0,Obama,"We have these things called aircraft carriers, where planes land on them.",President,DEMOCRAT,2012-10-22.txt,27406,12,546,0,1,0,0,0,0,0,0,1,0,1
0,Obama,"We have these ships that go underwater, nuclear submarines.",President,DEMOCRAT,2012-10-22.txt,27407,9,547,0,1,0,0,0,0,0,0,1,0,1
-1,Obama,"And so the question is not a game of Battleship, where we're counting slips.",President,DEMOCRAT,2012-10-22.txt,27408,14,548,-0.203251,0,0,0,0,0,0,0,0,0,0
-1,Obama,It's what are our capabilities.,President,DEMOCRAT,2012-10-22.txt,27409,5,549,0.328748,0,0,0,0,0,0,0,0,0,0
0,Obama,"And so when I sit down with the Secretary of the Navy and the Joint Chiefs of Staff, we determine how are we going to be best able to meet all of our defense needs in a way that also keeps faith with our troops, that also makes sure that our veterans have the kind of support that they need when they come home.",President,DEMOCRAT,2012-10-22.txt,27410,64,550,0.836908,0,0,0,0,0,0,0,0,0,0
-1,Obama,And that is not reflected in the kind of budget that you're putting forward because it just doesn't work.,President,DEMOCRAT,2012-10-22.txt,27411,19,551,-0.398634,0,0,0,0,0,0,0,0,0,0
0,Obama,"And, you know, we visited the website quite a bit and it still doesn't work.",President,DEMOCRAT,2012-10-22.txt,27413,15,553,-0.270834,0,0,0,0,0,0,0,0,0,0
1,Obama,"First of all, Israel is a true friend.",President,DEMOCRAT,2012-10-22.txt,27420,8,560,0.600921,0,0,0,0,0,0,0,0,0,0
0,Obama,It is our greatest ally in the region.,President,DEMOCRAT,2012-10-22.txt,27421,8,561,0.441818,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And if Israel is attacked, America will stand with Israel.",President,DEMOCRAT,2012-10-22.txt,27422,10,562,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,I've made that clear throughout my presidency.,President,DEMOCRAT,2012-10-22.txt,27423,7,563,0.381305,0,0,0,0,0,0,0,0,0,0
-1,Obama,I will stand with Israel if they are attacked.,President,DEMOCRAT,2012-10-22.txt,27426,9,566,-0.337893,0,0,0,0,0,0,0,0,0,0
1,Obama,"And this is the reason why, working with Israel, we have created the strongest military and intelligence cooperation between our two countries in history.",President,DEMOCRAT,2012-10-22.txt,27427,24,567,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"In fact, this week we'll be carrying out the largest military exercise with Israel in history, this very week.",President,DEMOCRAT,2012-10-22.txt,27428,19,568,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"But to the issue of Iran, as long as I'm president of the United States Iran will not get a nuclear weapon.",President,DEMOCRAT,2012-10-22.txt,27429,22,569,-0.608311,0,0,0,0,0,0,0,0,0,0
1,Obama,I made that clear when I came into office.,President,DEMOCRAT,2012-10-22.txt,27430,9,570,0.250644,0,0,0,0,0,0,0,0,0,0
1,Obama,"We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy.",President,DEMOCRAT,2012-10-22.txt,27431,20,571,-0.6463,0,0,0,0,0,0,0,0,0,0
1,Obama,Their currency has dropped 80 percent.,President,DEMOCRAT,2012-10-22.txt,27432,6,572,-0.518691,0,0,0,0,0,0,0,0,0,0
1,Obama,Their oil production has plunged to the lowest level since they were fighting a war with Iraq 20 years ago.,President,DEMOCRAT,2012-10-22.txt,27433,20,573,-0.728142,0,0,0,0,0,0,0,0,0,0
1,Obama,So their economy is in a shambles.,President,DEMOCRAT,2012-10-22.txt,27434,7,574,-0.70327,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And the reason we did this is because a nuclear Iran is a threat to our national security, and it is a threat to Israel's national security.",President,DEMOCRAT,2012-10-22.txt,27435,27,575,-0.806787,0,0,0,0,0,0,0,0,0,0
-1,Obama,We cannot afford to have a nuclear arms race in the most volatile region of the world.,President,DEMOCRAT,2012-10-22.txt,27436,17,576,0,0,0,0,0,0,0,0,0,0,0
1,Obama,Iran is a state sponsor of terrorism.,President,DEMOCRAT,2012-10-22.txt,27437,7,577,-0.719156,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.",President,DEMOCRAT,2012-10-22.txt,27438,15,578,-0.711914,0,0,0,0,0,0,0,0,0,0
1,Obama,And they have said that they want to see Israel wiped off the map.,President,DEMOCRAT,2012-10-22.txt,27439,14,579,-0.626855,0,0,0,0,0,0,0,0,0,0
1,Obama,So the work that we've done with respect to sanctions now offers Iran a choice.,President,DEMOCRAT,2012-10-22.txt,27440,15,580,-0.557652,0,0,0,0,0,0,0,0,0,0
0,Obama,"They can take the diplomatic route and end their nuclear program or they will have to face a united world and a United States president, me, who said we're not going to take any options off the table.",President,DEMOCRAT,2012-10-22.txt,27441,38,581,-0.542179,0,0,0,0,0,0,0,0,0,0
1,Obama,"The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action.",President,DEMOCRAT,2012-10-22.txt,27442,26,582,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"I think that would be a mistake, because when I've sent young men and women into harm's way, I always understand that that is the last resort, not the first resort.",President,DEMOCRAT,2012-10-22.txt,27443,31,583,-0.711221,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Well, first of all, I want to underscore the same point the president mad,e which is that if I'm President of the United States, when I'm President of the United States, we will stand with Israel.",Governor,REPUBLICAN,2012-10-22.txt,27445,36,585,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And if Israel is attacked, we have their back, not just diplomatically, not just culturally, but militarily.",Governor,REPUBLICAN,2012-10-22.txt,27446,17,586,-0.394741,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Number two, with regards to Iran and the threat of Iran, there's no question but that a nuclear Iran, a nuclear-capable Iran is unacceptable to America.",Governor,REPUBLICAN,2012-10-22.txt,27448,26,588,-0.849601,0,0,0,0,0,0,0,0,0,0
-1,Romney,"It presents a threat not only to our friends but ultimately a threat to us to have Iran have nuclear material, nuclear weapons that could be used against us or used to be threatening to us.",Governor,REPUBLICAN,2012-10-22.txt,27449,36,589,-0.814238,0,0,0,0,0,0,0,0,0,0
1,Romney,"It is also essential for us to understand what our mission is in Iran, and that is to dissuade Iran from having a nuclear weapon through peaceful and diplomatic means.",Governor,REPUBLICAN,2012-10-22.txt,27450,30,590,-0.315604,1,0,0,0,1,0,0,0,0,1
1,Romney,"And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference.",Governor,REPUBLICAN,2012-10-22.txt,27451,21,591,-0.497767,0,0,0,0,0,0,0,0,0,0
0,Romney,"I laid out seven steps, crippling sanctions were number one.",Governor,REPUBLICAN,2012-10-22.txt,27452,10,592,-0.370095,0,0,0,0,0,0,0,0,0,0
1,Romney,You're seeing it right now in the economy.,Governor,REPUBLICAN,2012-10-22.txt,27454,8,594,0.443546,0,0,0,0,0,0,0,0,0,0
-1,Romney,"It's absolutely the right thing to do, to have crippling sanctions.",Governor,REPUBLICAN,2012-10-22.txt,27455,11,595,-0.396071,0,0,0,0,0,0,0,0,0,0
-1,Romney,I would have put them in place earlier.,Governor,REPUBLICAN,2012-10-22.txt,27456,8,596,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,But it's good that we have them.,Governor,REPUBLICAN,2012-10-22.txt,27457,7,597,0.562462,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Number two, something I would add today is I would tighten those sanctions.",Governor,REPUBLICAN,2012-10-22.txt,27458,13,598,-0.417139,1,0,0,0,0,0,0,1,0,1
-1,Romney,"I would say that ships that carry Iranian oil, can't come into our ports.",Governor,REPUBLICAN,2012-10-22.txt,27459,14,599,-0.566618,1,0,0,0,0,0,0,1,0,1
-1,Romney,I would imagine the E.U. would agree with us as well.,Governor,REPUBLICAN,2012-10-22.txt,27461,6,601,0.63179,1,0,0,0,0,0,0,1,0,1
-1,Romney,"Not only ships couldn't, but I'd say companies that are moving their oil can't, people who are trading in their oil can't.",Governor,REPUBLICAN,2012-10-22.txt,27462,22,602,-0.631382,0,0,0,0,0,0,0,0,0,0
-1,Romney,I would tighten those sanctions further.,Governor,REPUBLICAN,2012-10-22.txt,27463,6,603,-0.469548,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Secondly, I'd take on diplomatic isolation efforts.",Governor,REPUBLICAN,2012-10-22.txt,27464,7,604,-0.353263,0,0,0,0,0,0,0,0,0,0
1,Romney,I'd make sure that Ahmadinejad is indicted under the Genocide Convention.,Governor,REPUBLICAN,2012-10-22.txt,27465,11,605,-0.498028,1,0,0,0,0,0,0,1,0,1
-1,Romney,His words amount to genocide incitation.,Governor,REPUBLICAN,2012-10-22.txt,27466,6,606,-0.333089,1,0,0,0,0,0,0,1,0,1
-1,Romney,I would indict him for it.,Governor,REPUBLICAN,2012-10-22.txt,27467,6,607,-0.226146,1,0,0,0,0,0,0,1,0,1
-1,Romney,I would also make sure that their diplomats are treated like the pariah they are around the world.,Governor,REPUBLICAN,2012-10-22.txt,27468,18,608,0.206788,0,0,0,0,0,0,0,0,0,0
-1,Romney,The same way we treated the apartheid diplomats of South Africa.,Governor,REPUBLICAN,2012-10-22.txt,27469,11,609,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"We need to increase pressure time, and time again on Iran because anything other than a -- a -- a solution to this, which says -- which stops this -- this nuclear folly of theirs, is unacceptable to America.",Governor,REPUBLICAN,2012-10-22.txt,27470,39,610,-0.818727,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And of course, a military action is the last resort.",Governor,REPUBLICAN,2012-10-22.txt,27471,10,611,0.36423,0,0,0,0,0,0,0,0,0,0
-1,Romney,It is something one would only - only consider if all of the other avenues had been -- had been tried to their full extent.,Governor,REPUBLICAN,2012-10-22.txt,27472,25,612,-0.400632,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Well, first of all those are reports in the newspaper.",President,DEMOCRAT,2012-10-22.txt,27476,10,616,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,But our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.N. resolutions that have been in place.,President,DEMOCRAT,2012-10-22.txt,27478,28,618,-0.284841,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Because they have the opportunity to reenter the community of nations, and we would welcome that.",President,DEMOCRAT,2012-10-22.txt,27479,16,619,0.44067,0,0,0,0,0,0,0,0,0,0
0,Obama,There -- there are people in Iran who have the same aspirations as people all around the world for a better life.,President,DEMOCRAT,2012-10-22.txt,27480,22,620,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And we hope that their leadership takes the right decision, but the deal we'll accept is they end their nuclear program.",President,DEMOCRAT,2012-10-22.txt,27481,21,621,0.738515,0,0,0,0,0,0,0,0,0,0
0,Obama,And I'm glad that Governor Romney agrees with the steps that we're taking.,President,DEMOCRAT,2012-10-22.txt,27483,13,623,0.828571,0,0,0,0,0,0,0,0,0,0
-1,Obama,"You know, there have been times, Governor, frankly, during the course of this campaign, where it sounded like you thought that you'd do the same things we did, but you'd say them louder and somehow that -- that would make a difference.",President,DEMOCRAT,2012-10-22.txt,27484,42,624,0.414904,0,0,0,0,0,0,0,0,0,0
-1,Obama,And it turns out that the work involved in setting up these crippling sanctions is painstaking.,President,DEMOCRAT,2012-10-22.txt,27485,16,625,-0.516815,0,0,0,0,0,0,0,0,0,0
0,Obama,We started from the day we got into office.,President,DEMOCRAT,2012-10-22.txt,27487,9,627,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.",President,DEMOCRAT,2012-10-22.txt,27488,42,628,0.853927,0,0,0,0,0,0,0,0,0,0
0,Obama,Because if it's just us that are imposing sanctions -- we've had sanctions in place a long time.,President,DEMOCRAT,2012-10-22.txt,27489,18,629,-0.359983,0,0,0,0,0,0,0,0,0,0
-1,Obama,It's because we got everybody to agree that Iran is seeing so much pressure.,President,DEMOCRAT,2012-10-22.txt,27490,14,630,0.203479,0,0,0,0,0,0,0,0,0,0
-1,Obama,And we've got to maintain that pressure.,President,DEMOCRAT,2012-10-22.txt,27491,7,631,0.377156,0,0,0,0,0,0,0,0,0,0
-1,Obama,"There is a deal to be had, and that is that they abide by the rules that have already been established.",President,DEMOCRAT,2012-10-22.txt,27492,21,632,0.358651,0,0,0,0,0,0,0,0,0,0
